,ascent,conditionDate,conditionDetails,conditionStatus,descent,difficulty,high,id,imgMedium,imgSmall,imgSmallMed,imgSqSmall,latitude,length,location,longitude,low,name,starVotes,stars,summary,type,url
3880,364,1970-01-01 00:00:00,,Unknown,-623,black,5024,7065037,,,,,46.7903,1.7,"Eatonville, Washington",-121.9354,4438,Lake Christine,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065037/lake-christine
3894,1493,2019-06-03 15:00:52,Snowy - Entire trail still under several feat of snow. Hiked on a warm day but it was already getting soft by 8 am. Very sloshy by early afternoon.,Minor Issues,-1485,blue,6765,7002140,https://cdn-files.apstatic.com/hike/7011377_medium_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_small_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_smallMed_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_sqsmall_1554559259.jpg,46.787,5.3,"Eatonville, Washington",-121.735,5451,Skyline Trail,58,4.8,"A popular and easily accessible route, skirting the slopes of Mount Rainier and Paradise Glacier.",Featured Hike,https://www.hikingproject.com/trail/7002140/skyline-trail
3896,4594,2019-06-03 15:01:15,Snowy - Entire trail still under several feat of snow. Hiked on a warm day but it was already getting soft by 8 am. Very sloshy by early afternoon.,Minor Issues,-4592,black,10054,7004893,https://cdn-files.apstatic.com/hike/7011377_medium_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_small_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_smallMed_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_sqsmall_1554559259.jpg,46.7864,8.8,"Eatonville, Washington",-121.7364,5460,Camp Muir,17,4.8,Beautiful mountain views that are well-worth the hard work.,Featured Hike,https://www.hikingproject.com/trail/7004893/camp-muir
3897,1919,2019-05-11 02:52:38,"Snowy - Sketchy traverse with dangerous runout across steep snow-covered slopes, starting at about 1.2 miles in. Wear ice spikes.",Minor Issues,-1918,blueBlack,5507,7002227,https://cdn-files.apstatic.com/hike/7015568_medium_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_small_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_smallMed_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_sqsmall_1554826541.jpg,46.7787,4.6,"Eatonville, Washington",-121.7835,3638,Comet Falls,21,4.6,"An easy to follow journey past three distinct waterfalls, Comet being one of Rainier's highest.",Featured Hike,https://www.hikingproject.com/trail/7002227/comet-falls
3898,420,1970-01-01 00:00:00,,Unknown,-423,blue,4701,7002136,https://cdn-files.apstatic.com/hike/7006634_medium_1554321144.jpg,https://cdn-files.apstatic.com/hike/7006634_small_1554321144.jpg,https://cdn-files.apstatic.com/hike/7006634_smallMed_1554321144.jpg,https://cdn-files.apstatic.com/hike/7006634_sqsmall_1554321144.jpg,46.7679,2.3,"Eatonville, Washington",-121.7078,4565,Bench and Snow Lake Trail,14,4.4,A relatively easy hike rewarded by abundant wildflowers and panoramic Rainier views.,Featured Hike,https://www.hikingproject.com/trail/7002136/bench-and-snow-lake-trail
3899,1568,1970-01-01 00:00:00,,Unknown,-1567,blueBlack,6488,7002135,https://cdn-files.apstatic.com/hike/7015882_medium_1554826947.jpg,https://cdn-files.apstatic.com/hike/7015882_small_1554826947.jpg,https://cdn-files.apstatic.com/hike/7015882_smallMed_1554826947.jpg,https://cdn-files.apstatic.com/hike/7015882_sqsmall_1554826947.jpg,46.7685,3.3,"Eatonville, Washington",-121.7316,4921,Pinnacle Peak,8,4.6,Leave the beauty of Reflection Lakes and Stevens Canyon for a higher Rainier vantage point.,Featured Hike,https://www.hikingproject.com/trail/7002135/pinnacle-peak
3901,175,1970-01-01 00:00:00,,Unknown,-175,greenBlue,5395,7002146,https://cdn-files.apstatic.com/hike/7005943_medium_1554313195.jpg,https://cdn-files.apstatic.com/hike/7005943_small_1554313195.jpg,https://cdn-files.apstatic.com/hike/7005943_smallMed_1554313195.jpg,https://cdn-files.apstatic.com/hike/7005943_sqsmall_1554313195.jpg,46.785,1.2,"Eatonville, Washington",-121.7416,5233,Nisqually Vista,9,4.3,A great value loop:  stunning Nisqually Glacier views & abundant wildflowers for very little effort.,Featured Hike,https://www.hikingproject.com/trail/7002146/nisqually-vista
3904,563,1970-01-01 00:00:00,,Unknown,-561,blue,5344,7006671,https://cdn-files.apstatic.com/hike/7015565_medium_1554826534.jpg,https://cdn-files.apstatic.com/hike/7015565_small_1554826534.jpg,https://cdn-files.apstatic.com/hike/7015565_smallMed_1554826534.jpg,https://cdn-files.apstatic.com/hike/7015565_sqsmall_1554826534.jpg,46.7681,2.7,"Eatonville, Washington",-121.7289,4862,High Lakes Loop,5,4.2,This mellow loop visits the most scenic highlights around the Reflection Lakes area.,Featured Hike,https://www.hikingproject.com/trail/7006671/high-lakes-loop
3908,533,1970-01-01 00:00:00,,Unknown,-533,blue,5926,7002144,https://cdn-files.apstatic.com/hike/7011377_medium_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_small_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_smallMed_1554559259.jpg,https://cdn-files.apstatic.com/hike/7011377_sqsmall_1554559259.jpg,46.7845,1.6,"Eatonville, Washington",-121.7412,5393,Alta Vista,5,3.6,This paved path enables more people to experience spectacular views and wildflower displays.,Featured Hike,https://www.hikingproject.com/trail/7002144/alta-vista
3909,1921,2019-05-11 02:52:53,"Snowy - Sketchy traverse with dangerous runout across steep snow-covered slopes, starting at about 1.2 miles in. Wear ice spikes.",Minor Issues,-159,blueBlack,5518,7002134,https://cdn-files.apstatic.com/hike/7015568_medium_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_small_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_smallMed_1554826541.jpg,https://cdn-files.apstatic.com/hike/7015568_sqsmall_1554826541.jpg,46.7787,2.7,"Eatonville, Washington",-121.7835,3633,Comet Falls Trail,10,4.8,A winding forest trail passing one of the highest waterfalls in the park.,Trail,https://www.hikingproject.com/trail/7002134/comet-falls-trail
3910,2858,1970-01-01 00:00:00,,Unknown,0,dblack,10067,7004903,https://cdn-files.apstatic.com/hike/7005542_medium_1554312351.jpg,https://cdn-files.apstatic.com/hike/7005542_small_1554312351.jpg,https://cdn-files.apstatic.com/hike/7005542_smallMed_1554312351.jpg,https://cdn-files.apstatic.com/hike/7005542_sqsmall_1554312351.jpg,46.8094,2.2,"Eatonville, Washington",-121.7264,7208,Muir Snowfield,5,4.8,A serious mountaineering experience accessible only to well prepared hikers.,Trail,https://www.hikingproject.com/trail/7004903/muir-snowfield
3914,708,1970-01-01 00:00:00,,Unknown,0,blue,6111,7002145,https://cdn-files.apstatic.com/hike/7015284_medium_1554826126.jpg,https://cdn-files.apstatic.com/hike/7015284_small_1554826126.jpg,https://cdn-files.apstatic.com/hike/7015284_smallMed_1554826126.jpg,https://cdn-files.apstatic.com/hike/7015284_sqsmall_1554826126.jpg,46.7853,1.2,"Eatonville, Washington",-121.7415,5403,Dead Horse Creek,4,4.0,This north-south trail is handy for constructing loops and avoiding some of the crowds in Paradise.,Trail,https://www.hikingproject.com/trail/7002145/dead-horse-creek
3916,4,2019-06-16 15:53:48,Snowy - The trail is still covered with heavy snow as of June 15.,Minor Issues,-917,blue,5785,7002137,https://cdn-files.apstatic.com/hike/7017860_medium_1554829913.jpg,https://cdn-files.apstatic.com/hike/7017860_small_1554829913.jpg,https://cdn-files.apstatic.com/hike/7017860_smallMed_1554829913.jpg,https://cdn-files.apstatic.com/hike/7017860_sqsmall_1554829913.jpg,46.7902,2.0,"Eatonville, Washington",-121.7194,4872,Mazama Ridge,2,4.0,An incredibly scenic ridge top route that connects Paradise and Reflection Lakes areas.,Trail,https://www.hikingproject.com/trail/7002137/mazama-ridge
3920,227,1970-01-01 00:00:00,,Unknown,-707,blueBlack,5352,7002168,https://cdn-files.apstatic.com/hike/7001180_medium_1554217867.jpg,https://cdn-files.apstatic.com/hike/7001180_small_1554217867.jpg,https://cdn-files.apstatic.com/hike/7001180_smallMed_1554217867.jpg,https://cdn-files.apstatic.com/hike/7001180_sqsmall_1554217867.jpg,46.7855,1.5,"Eatonville, Washington",-121.7333,4872,Lower Lakes,3,3.3,Solitude seekers appreciate this serene wooded path between the Visitor Center and Reflection Lake.,Trail,https://www.hikingproject.com/trail/7002168/lower-lakes
3923,153,1970-01-01 00:00:00,,Unknown,-292,greenBlue,5347,7002098,https://cdn-files.apstatic.com/hike/7006188_medium_1554320193.jpg,https://cdn-files.apstatic.com/hike/7006188_small_1554320193.jpg,https://cdn-files.apstatic.com/hike/7006188_smallMed_1554320193.jpg,https://cdn-files.apstatic.com/hike/7006188_sqsmall_1554320193.jpg,46.7756,1.0,"Eatonville, Washington",-121.7201,5147,High Lakes,1,2.0,This woodsy east-west trail is a mellow way to reach some scattered ponds and Faraway Rock.,Trail,https://www.hikingproject.com/trail/7002098/high-lakes
3953,4080,1970-01-01 00:00:00,,Unknown,-4104,black,5868,7002179,https://cdn-files.apstatic.com/hike/7009926_medium_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_small_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_smallMed_1554397459.jpg,https://cdn-files.apstatic.com/hike/7009926_sqsmall_1554397459.jpg,46.7659,14.4,"Eatonville, Washington",-121.6347,3064,Indian Bar,2,5.0,"A nice one, or two-day, journey to one of the park's legendary spots - Indian Bar.",Featured Hike,https://www.hikingproject.com/trail/7002179/indian-bar
4014,440,1970-01-01 00:00:00,,Unknown,-426,greenBlue,2207,7002149,https://cdn-files.apstatic.com/hike/7019872_medium_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_small_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_smallMed_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_sqsmall_1554837310.jpg,46.7372,2.9,"Tieton, Washington",-121.5667,1870,Silver Falls Loop,15,4.8,"An easy loop trail, climaxing at one of the park's most beautiful waterfalls.",Featured Hike,https://www.hikingproject.com/trail/7002149/silver-falls-loop
4018,3258,2019-06-12 19:51:59,"Snowy, Some Mud, Fallen Trees - Snow starts around 3 miles in intermittently continues to the LO. Route finding necessary. Used spikes and poles.",Minor Issues,-3258,blueBlack,5742,7002148,https://cdn-files.apstatic.com/hike/7001217_medium_1554217971.jpg,https://cdn-files.apstatic.com/hike/7001217_small_1554217971.jpg,https://cdn-files.apstatic.com/hike/7001217_smallMed_1554217971.jpg,https://cdn-files.apstatic.com/hike/7001217_sqsmall_1554217971.jpg,46.8019,7.9,"Eatonville, Washington",-121.5551,2484,Shriner Peak,5,4.8,Gain one of the best Mount Rainier views on this very sun-exposed trail.,Featured Hike,https://www.hikingproject.com/trail/7002148/shriner-peak
4026,3031,1970-01-01 00:00:00,,Unknown,-3034,blue,4851,7002186,https://cdn-files.apstatic.com/hike/7001223_medium_1554217999.jpg,https://cdn-files.apstatic.com/hike/7001223_small_1554217999.jpg,https://cdn-files.apstatic.com/hike/7001223_smallMed_1554217999.jpg,https://cdn-files.apstatic.com/hike/7001223_sqsmall_1554217999.jpg,46.7502,12.1,"Tieton, Washington",-121.5584,2079,Three Lakes,2,4.0,"One of the park's gems, Three Lakes provides awesome scenery without the typical Rainier crowds.",Featured Hike,https://www.hikingproject.com/trail/7002186/three-lakes
4047,3888,1970-01-01 00:00:00,,Unknown,-311,blue,5668,7002150,https://cdn-files.apstatic.com/hike/7006878_medium_1554321668.jpg,https://cdn-files.apstatic.com/hike/7006878_small_1554321668.jpg,https://cdn-files.apstatic.com/hike/7006878_smallMed_1554321668.jpg,https://cdn-files.apstatic.com/hike/7006878_sqsmall_1554321668.jpg,46.7502,7.5,"Tieton, Washington",-121.5584,2091,Laughingwater Creek Trail,2,3.5,A beautiful hike through tight forest with the sounds of Laughingwater Creek as a perfect backdrop.,Trail,https://www.hikingproject.com/trail/7002150/laughingwater-creek-trail
4053,2545,1970-01-01 00:00:00,,Unknown,0,blueBlack,4673,7002101,https://cdn-files.apstatic.com/hike/7006010_medium_1554313343.jpg,https://cdn-files.apstatic.com/hike/7006010_small_1554313343.jpg,https://cdn-files.apstatic.com/hike/7006010_smallMed_1554313343.jpg,https://cdn-files.apstatic.com/hike/7006010_sqsmall_1554313343.jpg,46.7522,4.2,"Eatonville, Washington",-121.5608,2129,Cowlitz Divide Trail,1,3.0,A nice alternate route to gain the Wonderland Trail from Silver Falls at Ohanapecosh.,Trail,https://www.hikingproject.com/trail/7002101/cowlitz-divide-trail
4054,496,1970-01-01 00:00:00,,Unknown,-3750,blue,5320,7002151,https://cdn-files.apstatic.com/hike/7019872_medium_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_small_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_smallMed_1554837310.jpg,https://cdn-files.apstatic.com/hike/7019872_sqsmall_1554837310.jpg,46.8669,10.4,"Eatonville, Washington",-121.5179,2066,Eastside Trail,1,3.0,"A ""choose your own adventure"" trail with multiple options.",Trail,https://www.hikingproject.com/trail/7002151/eastside-trail
4081,937,1970-01-01 00:00:00,,Unknown,-199,blue,4839,7064833,,,,,46.7123,3.4,"Tieton, Washington",-121.4408,3948,Jug Lake,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064833/jug-lake
4092,1932,1970-01-01 00:00:00,,Unknown,-31,blue,5121,7064514,,,,,46.7043,5.0,"Tieton, Washington",-121.4806,3220,Cowlitz,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064514/cowlitz
4095,1390,1970-01-01 00:00:00,,Unknown,-2786,black,5605,7064831,,,,,46.7366,7.6,"Tieton, Washington",-121.418,3225,Kincaid,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064831/kincaid
4097,241,1970-01-01 00:00:00,,Unknown,-361,black,5400,7064428,,,,,46.8245,1.2,"Greenwater, Washington",-121.4461,5039,Cougar Lake,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064428/cougar-lake
4098,808,1970-01-01 00:00:00,,Unknown,-36,black,5226,7064862,,,,,46.7218,1.7,"Tieton, Washington",-121.4345,4441,Judkin,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064862/judkin
4173,300,1970-01-01 00:00:00,,Unknown,-911,green,4094,7064275,https://cdn-files.apstatic.com/hike/7054470_medium_1555706931.jpg,https://cdn-files.apstatic.com/hike/7054470_small_1555706931.jpg,https://cdn-files.apstatic.com/hike/7054470_smallMed_1555706931.jpg,https://cdn-files.apstatic.com/hike/7054470_sqsmall_1555706931.jpg,46.7648,9.7,"Tieton, Washington",-121.4243,3438,Bumping Lake Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064275/bumping-lake-trail
4181,1177,1970-01-01 00:00:00,,Unknown,-350,blue,5229,7065854,,,,,46.7611,4.5,"Tieton, Washington",-121.3509,4053,Twin Sisters Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065854/twin-sisters-trail
4199,1087,1970-01-01 00:00:00,,Unknown,-1171,black,6325,7065809,,,,,46.7334,3.6,"Tieton, Washington",-121.3646,5155,Tumac,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065809/tumac
4202,1539,1970-01-01 00:00:00,,Unknown,-9,blueBlack,5523,7064499,,,,,46.7703,3.0,"Tieton, Washington",-121.3471,3993,Copper City,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064499/copper-city
4204,235,1970-01-01 00:00:00,,Unknown,-76,blue,5367,7065578,,,,,46.7319,1.1,"Tieton, Washington",-121.3405,5141,Round Lake Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065578/round-lake-trail
4206,174,1970-01-01 00:00:00,,Unknown,-65,green,4924,7065340,,,,,46.7156,1.4,"Tieton, Washington",-121.4128,4751,Pot Hole Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065340/pot-hole-trail
4237,4671,2019-06-16 14:08:29,"Snowy, Icy - On May 24, 2019, snowpack 2-3' deep from 4,500' and above. Very windy and visibility 20' at higher elevations.",Minor Issues,-3829,black,7438,7065139,,,,,46.8141,14.1,"Tieton, Washington",-121.3064,3695,Mount Aix Trail #982,2,4.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065139/mount-aix-trail-982
4272,2739,1970-01-01 00:00:00,,Unknown,-1334,black,6225,7065378,,,,,46.8124,7.7,"Tieton, Washington",-121.3069,3685,Pear Butte Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065378/pear-butte-trail
4279,678,2019-06-16 14:08:42,"Snowy, Icy - On May 24, 2019, snowpack 2-3' deep from 4,500' and above. Very windy and visibility 20' at higher elevations.",Minor Issues,-3257,black,7436,7065267,,,,,46.8008,6.1,"Tieton, Washington",-121.2736,4580,Nelson Ridge Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065267/nelson-ridge-trail
4291,4632,1970-01-01 00:00:00,,Unknown,-3542,black,6407,7065393,,,,,46.8807,9.2,"Greenwater, Washington",-121.2776,3376,Richmond Mine,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065393/richmond-mine
4301,248,1970-01-01 00:00:00,,Unknown,-189,green,5169,7065291,,,,,46.7235,2.6,"Tieton, Washington",-121.3105,4951,Pear Loop Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065291/pear-loop-trail
4380,1917,1970-01-01 00:00:00,,Unknown,-167,blue,5344,7064966,,,,,46.7508,3.8,"Tieton, Washington",-121.1779,3510,Mjb,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064966/mjb
4382,38,1970-01-01 00:00:00,,Unknown,-2253,black,6091,7065585,,,,,46.7054,3.4,"Tieton, Washington",-121.2187,3866,Shellrock Peak,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065585/shellrock-peak
4395,2712,1970-01-01 00:00:00,,Unknown,-1263,black,5653,7064737,,,,,46.7857,5.4,"Tieton, Washington",-121.1632,3228,Hindoo,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064737/hindoo
4399,675,1970-01-01 00:00:00,,Unknown,-15,blueBlack,5767,7064488,,,,,46.8141,1.6,"Tieton, Washington",-121.2138,5095,Dog Creek,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064488/dog-creek
4400,66,1970-01-01 00:00:00,,Unknown,-2575,black,6306,7064331,,,,,46.7137,2.9,"Tieton, Washington",-121.183,3795,Burnt Mountain,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064331/burnt-mountain
4405,2217,1970-01-01 00:00:00,,Unknown,-6,black,5727,7065461,,,,,46.7508,3.1,"Tieton, Washington",-121.1778,3516,Rattlesnake Peaks,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7065461/rattlesnake-peaks
4467,0,1970-01-01 00:00:00,,Unknown,-1280,black,5495,7064225,,,,,46.7214,2.6,"Tieton, Washington",-121.127,4216,Little Rattlesnake 4WD Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064225/little-rattlesnake-4wd-trail
4494,742,1970-01-01 00:00:00,,Unknown,-41,black,6027,7064236,,,,,46.7059,1.3,"Tieton, Washington",-121.0524,5326,Bethel 4WD Trail,0,0.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7064236/bethel-4wd-trail
4570,549,1970-01-01 00:00:00,,Unknown,-142,greenBlue,2118,7058561,,,,,46.7262,4.3,"Tieton, Washington",-120.8115,1703,Tieton River Nature Trail,1,5.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7058561/tieton-river-nature-trail
4625,3140,2019-06-30 12:11:14,The main trailhead as listed on here is closed and inaccessible. Had to start from waterworks canyon which is very overgrown,Bad / Closed,-3166,dblack,4730,7058496,,,,,46.7506,7.0,"Tieton, Washington",-120.7766,1628,Clemens Mountain Loop,2,5.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7058496/clemens-mountain-loop
4661,483,1970-01-01 00:00:00,,Unknown,-2543,blue,3596,7017186,,,,,46.8477,8.0,"Ellensburg, Washington",-120.567,1381,Umtanum Ridge Jeep Rd,1,4.0,A doubletrack jeep road following Umtanum Ridge with views of the Cascade mountains and Yakima River,Trail,https://www.hikingproject.com/trail/7017186/umtanum-ridge-jeep-rd
4682,0,1970-01-01 00:00:00,,Unknown,-1437,black,2726,7017185,,,,,46.8098,1.8,"Selah, Washington",-120.4762,1289,Roza Creek Umtanum Ridge,1,3.0,A very steep descent which requires side stepping at times but provides great views.,Trail,https://www.hikingproject.com/trail/7017185/roza-creek-umtanum-ridge
4719,1785,1970-01-01 00:00:00,,Unknown,-2134,greenBlue,2125,7020005,,,,,46.9596,16.9,"Rochester, Washington",-123.0882,87,C-Line Road,2,1.5,The main arterial road for Capitol State Forest.,Trail,https://www.hikingproject.com/trail/7020005/c-line-road
4720,397,1970-01-01 00:00:00,,Unknown,-842,greenBlue,1094,7054375,,,,,46.9283,5.3,"Rochester, Washington",-123.1133,527,Lost Valley,2,5.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7054375/lost-valley
4722,125,1970-01-01 00:00:00,,Unknown,-1872,black,2352,7035191,,,,,46.9727,5.8,"McCleary, Washington",-123.1485,606,Greenline #6,1,4.0,This trail has a little bit of everything!,Trail,https://www.hikingproject.com/trail/7035191/greenline-6
4723,1400,2019-03-30 00:00:00,Dry,All Clear,-168,blue,1876,7035883,https://cdn-files.apstatic.com/hike/7036177_medium_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_small_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_smallMed_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_sqsmall_1555021708.jpg,46.9405,6.1,"Rochester, Washington",-123.1294,637,Wedekind Trail,2,3.5,A good climb with nice views of the forest.,Trail,https://www.hikingproject.com/trail/7035883/wedekind-trail
4724,1400,1970-01-01 00:00:00,,Unknown,-168,blue,1876,7040135,https://cdn-files.apstatic.com/hike/7036177_medium_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_small_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_smallMed_1555021708.jpg,https://cdn-files.apstatic.com/hike/7036177_sqsmall_1555021708.jpg,46.9405,6.1,"Rochester, Washington",-123.1294,637,Wedekind Trail,1,3.0,A good climb with fun views of the forest.,Trail,https://www.hikingproject.com/trail/7040135/wedekind-trail
4727,1015,1970-01-01 00:00:00,,Unknown,-295,greenBlue,1159,7054372,https://cdn-files.apstatic.com/hike/7046823_medium_1555535765.jpg,https://cdn-files.apstatic.com/hike/7046823_small_1555535765.jpg,https://cdn-files.apstatic.com/hike/7046823_smallMed_1555535765.jpg,https://cdn-files.apstatic.com/hike/7046823_sqsmall_1555535765.jpg,46.9144,5.6,"Rochester, Washington",-123.0863,355,Mima Falls West,1,5.0,Great singletrack with a waterfall.,Trail,https://www.hikingproject.com/trail/7054372/mima-falls-west
4728,685,1970-01-01 00:00:00,,Unknown,-780,greenBlue,1203,7054374,,,,,46.9375,5.6,"Rochester, Washington",-123.1298,496,McKenny,1,5.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7054374/mckenny
4732,244,1970-01-01 00:00:00,,Unknown,-59,greenBlue,433,7050074,,,,,46.9032,2.1,"Rochester, Washington",-123.0621,249,Mima Falls East Trail,3,3.3,"Hike through new-growth forest then into old-growth forest. There is a small, but nice waterfall at the end.",Trail,https://www.hikingproject.com/trail/7050074/mima-falls-east-trail
4733,698,1970-01-01 00:00:00,,Unknown,-834,greenBlue,1022,7020016,,,,,46.9809,6.6,"Tumwater, Washington",-123.0917,352,Waddell Basin West Trail,1,3.0,A doubletrack moto trail.,Trail,https://www.hikingproject.com/trail/7020016/waddell-basin-west-trail
4735,245,1970-01-01 00:00:00,,Unknown,-107,green,485,7054373,,,,,46.9079,1.9,"Rochester, Washington",-123.065,287,Campground,1,3.0,Needs Summary,Trail,https://www.hikingproject.com/trail/7054373/campground
4783,747,1970-01-01 00:00:00,,Unknown,-750,greenBlue,1629,7047761,,,,,46.8436,5.2,"Eatonville, Washington",-122.3121,894,1000 Road Loop,2,4.5,A forest road that goes through many different forest types.,Trail,https://www.hikingproject.com/trail/7047761/1000-road-loop
4784,906,1970-01-01 00:00:00,,Unknown,-6,blueBlack,1701,7048205,,,,,46.8431,1.8,"Eatonville, Washington",-122.3178,800,Hugo Peak Trail,1,4.0,A steep climb through various forest types.,Trail,https://www.hikingproject.com/trail/7048205/hugo-peak-trail
4791,1295,2019-06-09 17:52:08,Snowy - The trail was snowy on June 8 and the road to the trailhead was closed at some point because of the snow; had to walk to it.,Minor Issues,-1295,blue,5875,7002181,https://cdn-files.apstatic.com/hike/7027431_medium_1554916207.jpg,https://cdn-files.apstatic.com/hike/7027431_small_1554916207.jpg,https://cdn-files.apstatic.com/hike/7027431_smallMed_1554916207.jpg,https://cdn-files.apstatic.com/hike/7027431_sqsmall_1554916207.jpg,46.9336,5.6,"Eatonville, Washington",-121.8647,4941,Tolmie Peak,35,4.7,A manageable out-and-back showcasing multiple lakes and panoramic views from atop Tolmie Peak.,Featured Hike,https://www.hikingproject.com/trail/7002181/tolmie-peak
4793,1627,1970-01-01 00:00:00,,Unknown,-1623,blue,5845,7002183,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9326,6.5,"Eatonville, Washington",-121.8633,4723,Spray Park,18,4.9,An open forest journey to subalpine meadows and Spray Falls.,Featured Hike,https://www.hikingproject.com/trail/7002183/spray-park
4794,4742,1970-01-01 00:00:00,,Unknown,-4724,blueBlack,6362,7055052,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9328,15.8,"Eatonville, Washington",-121.8638,2469,Spray Park Loop,2,5.0,A beautiful loop north of Mt. Rainier.,Featured Hike,https://www.hikingproject.com/trail/7055052/spray-park-loop
4795,4289,1970-01-01 00:00:00,,Unknown,-4289,black,8322,7053210,https://cdn-files.apstatic.com/hike/7049837_medium_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_small_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_smallMed_1555689342.jpg,https://cdn-files.apstatic.com/hike/7049837_sqsmall_1555689342.jpg,46.9332,12.4,"Eatonville, Washington",-121.8647,4727,Echo Rock and Observation Rock,1,5.0,A really fun off-trail scramble/hike in Mt. Rainier National Park.,Featured Hike,https://www.hikingproject.com/trail/7053210/echo-rock-and-observation-rock
4796,1510,1970-01-01 00:00:00,,Unknown,-1509,dblack,6442,7079596,https://cdn-files.apstatic.com/hike/7058641_medium_1557788510.jpg,https://cdn-files.apstatic.com/hike/7058641_small_1557788510.jpg,https://cdn-files.apstatic.com/hike/7058641_smallMed_1557788510.jpg,https://cdn-files.apstatic.com/hike/7058641_sqsmall_1557788510.jpg,46.9332,3.0,"Eatonville, Washington",-121.8645,4939,Fay Peak Scramble,1,5.0,Really fun off-trail scramble up Fay Peak—gives great views of Mt. Rainier.,Featured Hike,https://www.hikingproject.com/trail/7079596/fay-peak-scramble
