Hike_ID,ascent,descent,difficulty,high,latitude,length,location,longitude,low,name,starVotes,stars,summary,url
507,497,-19,greenBlue,4988,47.0331,1.8,"Cle Elum, Washington",-120.9643,4509,Keenan Meadow,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064830/keenan-meadow
508,859,0,black,3587,46.9818,1.2,"Cle Elum, Washington",-121.1418,2728,Indian Flat,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064827/indian-flat
509,876,-134,black,5660,47.0549,1.6,"Cle Elum, Washington",-120.9981,4812,Frost,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064653/frost
510,139,-1416,blue,5769,46.9964,4.9,"Cle Elum, Washington",-120.9692,4492,Tripod Flat Trail #4W307,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065839/tripod-flat-trail-4w307
511,1455,-75,blue,5576,47.0273,4.1,"Cle Elum, Washington",-120.9363,4197,Manastash Lake Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065144/manastash-lake-trail
512,575,-324,blue,6010,46.9644,2.3,"Cle Elum, Washington",-120.9438,5574,CJRS Hideout Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064229/cjrs-hideout-trail
513,617,-74,blue,5546,46.9483,1.6,"Cle Elum, Washington",-120.9534,5004,Cattle Camp Trail #675,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064218/cattle-camp-trail-675
514,217,-222,green,4489,47.0331,2.8,"Cle Elum, Washington",-120.9644,4268,South Fork Manastash,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065599/south-fork-manastash
515,413,-10,greenBlue,4579,47.0332,2.0,"Cle Elum, Washington",-120.938,4177,Bucky,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064378/bucky
516,26,-430,blue,5652,46.9894,1.1,"Cle Elum, Washington",-120.9418,5226,Manastash Bypass,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065015/manastash-bypass
517,276,-2109,black,4814,47.0553,4.8,"Cle Elum, Washington",-120.9487,2959,Hoyt,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064763/hoyt
518,290,-194,greenBlue,5193,46.9732,1.5,"Cle Elum, Washington",-120.9264,4914,Summit Springs 4WD Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064243/summit-springs-4wd-trail
519,774,-1108,blue,5104,47.0513,5.1,"Cle Elum, Washington",-120.9766,4179,Divide,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064490/divide
520,40,-40,green,17,47.073,5.0,"Tanglewilde-Thompson Place, Washington",-122.7133,7,Nisqually National Wildlife Refuge Tour,11,3.3,Tour the Billy Frank Jr. Nisqually National Wildlife Refuge with this classic loop of trails.,https://www.hikingproject.com/trail/7020322/nisqually-national-wildlife-refuge-tour
521,8,-10,greenBlue,16,47.0772,1.7,"DuPont, Washington",-122.7093,7,Nisqually Estuary Trail & Boardwalk,2,3.5,"Delightful on every visit with an array of birds and wildlife, a must-do for all ages!",https://www.hikingproject.com/trail/7019987/nisqually-estuary-trail-boardwalk
522,11,-166,greenBlue,219,47.1243,2.1,"DuPont, Washington",-122.6251,60,Solo Point Road,3,2.7,This is a road that can be pleasant to hike on and offers great access to the beach.,https://www.hikingproject.com/trail/7032245/solo-point-road
523,11,-5,green,241,47.1766,1.0,"Steilacoom, Washington",-122.5742,230,Fort Steilacoom Park Path,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7070084/fort-steilacoom-park-path
524,17,-381,green,437,47.1391,15.6,"Prairie Ridge, Washington",-122.0953,72,Foothills Trail,4,4.3,Foothills Trail is a rail-trail that winds through miles of valley land southeast of Tacoma.,https://www.hikingproject.com/trail/7011824/foothills-trail
525,300,-96,green,731,47.1391,6.2,"Buckley, Washington",-122.0954,436,Fooothills Trail - Buckley,2,4.5,"In the foothills, enjoy hiking part of the plateau with views of Rainier on a clear day.",https://www.hikingproject.com/trail/7011831/fooothills-trail-buckley
526,774,-113,greenBlue,1215,47.1372,7.9,"Prairie Ridge, Washington",-122.0699,532,Foothills Trail: Cascade Junction to Wilkeson,3,4.3,"Just outside Mt. Rainier National park and rich with history, this joins Foothills Trail with Wilkeson and Carbonado.",https://www.hikingproject.com/trail/7045470/foothills-trail-cascade-junction-to-wilkeson
527,1088,-1088,blue,1791,47.1704,3.2,"Buckley, Washington",-121.9896,753,Pinnacle Peak Out and Back,1,4.0,Pinnacle Peak is a wonderful short hike for those interested in a moderate workout. The paths are easy to navigate.,https://www.hikingproject.com/trail/7054284/pinnacle-peak-out-and-back
528,68,-3,green,744,47.1763,2.2,"Buckley, Washington",-122.0191,679,Foothills Trail - Enumclaw,2,4.5,"Hike from White River into downtown Enumclaw, along Boise Creek. Great for kids and bird watching.",https://www.hikingproject.com/trail/7011834/foothills-trail-enumclaw
529,599,-447,black,1791,47.1695,1.2,"Buckley, Washington",-121.9787,1272,Pinnacle Peak Summit Loop Trail,1,3.0,Needs Summary,https://www.hikingproject.com/trail/7055415/pinnacle-peak-summit-loop-trail
530,668,-1,blueBlack,1410,47.1704,1.1,"Buckley, Washington",-121.9896,743,SE 481st Street,1,3.0,Needs Summary,https://www.hikingproject.com/trail/7055410/se-481st-street
531,130,-110,green,1360,47.145,2.1,"Buckley, Washington",-121.9339,1264,Rim Trail,1,3.0,Enjoy this lovely dog-friendly forest trail along the banks of the White River.,https://www.hikingproject.com/trail/7033786/rim-trail
532,116,-240,blue,4262,47.0907,1.5,"Greenwater, Washington",-121.8222,4049,Lyle Lake Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064913/lyle-lake-trail
533,1219,-2415,black,4551,47.1802,8.4,"Greenwater, Washington",-121.6224,3355,Grass Mountain Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064764/grass-mountain-trail
534,1482,-1207,blue,4764,47.145,8.4,"Greenwater, Washington",-121.4958,4185,Divide Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064487/divide-trail
535,424,-424,green,2872,47.1056,4.8,"Greenwater, Washington",-121.475,2492,Greenwater Lakes via Greenwater Trail #1177,3,4.7,"A hike through old growth forest leads to Greenwater Lakes, part of the larger Greenwater Trail #1176.",https://www.hikingproject.com/trail/7050572/greenwater-lakes-via-greenwater-trail-1177
536,879,-3714,blueBlack,5378,47.1605,6.1,"Greenwater, Washington",-121.4864,1663,Kelly Butte,2,5.0,This trail leads over the top of Kelly Butte where you'll find a fire lookout and a fantastic view of Rainier.,https://www.hikingproject.com/trail/7055103/kelly-butte
537,1530,-62,blueBlack,3978,47.1849,3.1,"Greenwater, Washington",-121.4507,2508,Sawmill Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065509/sawmill-creek-trail
538,2639,-223,blueBlack,4976,47.1069,6.2,"Greenwater, Washington",-121.475,2508,Naches Pass West Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065343/naches-pass-west-trail
539,1756,-9,black,4283,47.1848,2.5,"Greenwater, Washington",-121.4509,2537,Sawmill Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065770/sawmill-ridge
540,254,-1061,green,2569,47.3913,42.2,"Riverbend, Washington",-121.3926,1762,John Wayne,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064812/john-wayne
541,1925,-1356,black,5208,47.1031,4.6,"Greenwater, Washington",-121.3714,3588,Legos Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064950/legos-trail
542,1423,-3224,black,5326,47.1729,7.0,"Cle Elum, Washington",-121.2531,3068,Goat Peak,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064694/goat-peak
543,2478,-420,blueBlack,5185,47.074,6.5,"Cle Elum, Washington",-121.2386,3127,Bear Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064281/bear-creek
544,1232,-76,black,4716,47.1055,2.3,"Greenwater, Washington",-121.2682,3560,Cub Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064446/cub-creek
545,902,-487,black,5357,47.1545,2.9,"Greenwater, Washington",-121.2718,4800,Blowout Mountain,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064291/blowout-mountain
546,128,-314,blueBlack,5322,47.1365,1.0,"Greenwater, Washington",-121.3097,5136,Little Bear,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064955/little-bear
547,1128,-3752,black,5888,47.1148,7.2,"Cle Elum, Washington",-121.154,2797,North Ridge Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065232/north-ridge-trail
548,2178,0,black,5144,47.1642,2.0,"Cle Elum, Washington",-121.1963,2966,Big Goat,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064314/big-goat
549,0,-1638,black,4509,47.1445,1.5,"Cle Elum, Washington",-121.0852,2872,Granite Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064730/granite-creek
550,4099,-1902,blueBlack,5805,47.1157,15.6,"Cle Elum, Washington",-120.9437,3200,Cle Elum Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064410/cle-elum-ridge
551,4146,-1596,greenBlue,5315,47.1136,15.2,"Cle Elum, Washington",-120.9036,2764,North Fork Taneum Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065277/north-fork-taneum-trail
552,4580,-1462,black,6060,47.1113,11.3,"Cle Elum, Washington",-120.936,2865,Taneum Ridge Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065845/taneum-ridge-trail
553,2462,-1800,black,4997,47.0951,8.7,"Cle Elum, Washington",-120.9872,3481,South Fork Taneum,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065476/south-fork-taneum
554,1010,-1030,black,4224,47.095,4.0,"Cle Elum, Washington",-121.0037,3568,Fishhook Flat,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064596/fishhook-flat
555,1243,-1128,black,4943,47.1375,4.1,"Cle Elum, Washington",-121.0965,3762,Little Creek Basin,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065025/little-creek-basin
556,1,-1459,black,4456,47.0905,1.4,"Cle Elum, Washington",-120.9365,2998,Gnat Flat Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064750/gnat-flat-trail
557,1195,0,black,4298,47.1021,1.9,"Cle Elum, Washington",-120.9489,3104,Frost Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064621/frost-creek
558,333,-177,green,1109,47.1527,4.2,"Quincy, Washington",-119.9768,933,Gorge Amphitheater Trail,1,3.0,"A fairly flat, hard-packed old 4-wheeler road track through the Ancient Lakes area to the amphitheater.",https://www.hikingproject.com/trail/7044242/gorge-amphitheater-trail
559,222,-222,greenBlue,1009,47.1598,4.7,"Quincy, Washington",-119.9805,844,Ancient Lakes Loop Trail,6,4.2,Ancient Lakes is a desert oasis in eastern Washington that makes for an easy day trip or beginner backpack trip.,https://www.hikingproject.com/trail/7029851/ancient-lakes-loop-trail
560,195,-173,green,1010,47.1462,2.9,"Quincy, Washington",-119.9528,876,Potholes to Dusty Lake Trail,1,4.0,A genuine singletrack trail through the ancient lakes area.,https://www.hikingproject.com/trail/7045492/potholes-to-dusty-lake-trail
561,81,-210,green,988,47.1566,1.8,"Quincy, Washington",-119.9768,849,Ancient Lake Trail,1,3.0,A trail leading to the Ancient Lakes/Potholes.,https://www.hikingproject.com/trail/7045496/ancient-lake-trail
562,11,-60,green,947,47.1421,1.3,"Quincy, Washington",-119.9787,897,Dusty Lake Trail,1,3.0,A singletrack trail that turns off the Gorge Amphitheater Trail to meet up with Dusty Lake.,https://www.hikingproject.com/trail/7044243/dusty-lake-trail
563,258,-258,greenBlue,241,47.2001,3.4,"University Place, Washington",-122.5692,21,Chamber's Bay Loop,7,3.9,This combination of trails at Chambers Bay creates a fun loop with a pleasantly challenging hill.,https://www.hikingproject.com/trail/7026681/chambers-bay-loop
564,39,-6,green,240,47.2129,1.2,"University Place, Washington",-122.5742,204,Grandview Trail,2,4.5,Journey along the mostly flat upper ridge of Chambers Creek Properties for lovely mountain-and-sound views.,https://www.hikingproject.com/trail/7026914/grandview-trail
565,339,-333,blue,302,47.3043,4.1,"Gig Harbor, Washington",-122.5329,133,Outside Loop Trail (Blue Loop),9,3.9,Follows the cliff edge above the water. Beautiful views of Puget Sound.,https://www.hikingproject.com/trail/7014809/outside-loop-trail-blue-loop
566,108,-47,green,89,47.2745,4.0,"Tacoma, Washington",-122.4597,6,Ruston Path,3,4.0,Take in the waterfront and multiple parks while hiking from Ruston Way to Pt. Defiance Park.,https://www.hikingproject.com/trail/7011836/ruston-path
567,224,-262,blue,236,47.1991,1.9,"University Place, Washington",-122.5689,21,Soundview Trail,3,3.7,Tour the south side of Chambers Creek Regional Park with a hike down the hill and along the bay and beach.,https://www.hikingproject.com/trail/7026913/soundview-trail
568,217,-248,greenBlue,261,47.3087,3.3,"Gig Harbor, Washington",-122.5249,95,Inside Loop Trail (Yellow Loop),8,3.3,So close to the city but feels like you are miles from anywhere,https://www.hikingproject.com/trail/7014813/inside-loop-trail-yellow-loop
569,461,-605,green,379,47.2366,6.9,"Tacoma, Washington",-122.4665,-96,Scott Pierson Trail,2,3.5,Follow this urban trail from the Tacoma Mall Neighborhood across the famous Narrows Bridge!,https://www.hikingproject.com/trail/7047839/scott-pierson-trail
570,321,-373,greenBlue,348,47.2875,6.4,"Wollochet, Washington",-122.5581,123,Cushman Trail,3,3.3,Nearly 6.2 miles of pedestrian and bike trail. Some slopes up to a 10% grade.,https://www.hikingproject.com/trail/7012248/cushman-trail
571,20,-14,green,19,47.2614,1.6,"Tacoma, Washington",-122.4399,9,Thea Foss Waterway Public Esplanade,1,4.0,"The Foss Esplanade is a lovely downtown trail that tours the waterway marinas, parks and along active railroad tracks.",https://www.hikingproject.com/trail/7027172/thea-foss-waterway-public-esplanade
572,39,-132,green,108,47.2574,2.0,"Tacoma, Washington",-122.4396,15,Schuster Parkway Promenade,1,3.0,"Travel in and out of woods, through restoration areas, along train tracks, past silos and spy huge cargo ships!",https://www.hikingproject.com/trail/7027674/schuster-parkway-promenade
573,93,-95,green,386,47.2424,1.2,"Fircrest, Washington",-122.4931,314,Second Bridge Loop Trail,1,3.0,A quick step out of urban surroundings & into a nature preserve - enjoy this wetland & forest trail.,https://www.hikingproject.com/trail/7020566/second-bridge-loop-trail
574,493,-158,blue,496,47.2278,2.4,"Tacoma, Washington",-122.3905,33,Swan Creek Trail,3,3.7,A wonderful trail in the city that makes you feel like you are in the middle of nowhere.,https://www.hikingproject.com/trail/7022003/swan-creek-trail
575,243,-252,greenBlue,425,47.3108,3.8,"Federal Way, Washington",-122.318,268,BPA Trail,1,3.0,Great urban fitness path that connects to Celebration Park and downtown.,https://www.hikingproject.com/trail/7066855/bpa-trail
576,277,-83,greenBlue,465,47.2192,1.1,"Tacoma, Washington",-122.3967,271,Canyon Rim Trail,1,3.0,Needs Summary.,https://www.hikingproject.com/trail/7022007/canyon-rim-trail
577,44,-72,green,50,47.1965,4.2,"Sumner, Washington",-122.2513,21,Riverwalk Trail,3,4.3,"Running along Puyallup River, this rail-trail is a quick escape from the nearby commercial areas.",https://www.hikingproject.com/trail/7011828/riverwalk-trail
578,68,-46,green,76,47.1965,5.4,"Sumner, Washington",-122.2513,40,Sumner Link Trail,1,4.0,"Tour junctions of the Salmon Creek, Puyallup, and White River along this trail near downtown Sumner.",https://www.hikingproject.com/trail/7011829/sumner-link-trail
579,1702,0,black,5367,47.3218,1.9,"Greenwater, Washington",-121.4329,3664,Meadow Mountain,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064945/meadow-mountain
580,553,-38,blue,3665,47.3017,1.7,"Greenwater, Washington",-121.4043,3131,Stirrup Lake Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065575/stirrup-lake-trail
581,4653,-2160,blueBlack,5581,47.2675,12.9,"Cle Elum, Washington",-121.1743,2404,Kachess Ridge / No Name Ridge Trail #1315,3,4.7,"This trail is all climbing, but rewards you with spectacular views of the central Cascades and Mount Rainier.",https://www.hikingproject.com/trail/7027596/kachess-ridge-no-name-ridge-trail-1315
582,2123,-102,black,4424,47.2667,2.8,"Cle Elum, Washington",-121.1749,2403,Easton Ridge Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064556/easton-ridge-trail
583,1817,-58,black,4912,47.2655,1.2,"Cle Elum, Washington",-121.1639,3095,Domerie Divide,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064489/domerie-divide
584,2577,-2576,black,4977,47.2916,7.3,"Cle Elum, Washington",-121.0979,2400,Hex Mountain,1,4.0,Hex Mountain Trail is an out-and-back trail with beautiful views of the lake below and surrounding mountains.,https://www.hikingproject.com/trail/7051525/hex-mountain
585,1416,-1,black,4902,47.3046,1.6,"Cle Elum, Washington",-121.0801,3487,Hex Mountain Trail #1343,1,4.0,Trail to the summit of Hex Mountain.,https://www.hikingproject.com/trail/7051742/hex-mountain-trail-1343
586,139,-266,blue,2272,47.2088,2.6,"Cle Elum, Washington",-121.0198,2024,Suncadia River Trail,1,3.0,A nice out-and-back from Suncadia Lodge that runs alongside a wide creek and ends with “1000 steps” back to the lodg,https://www.hikingproject.com/trail/7056761/suncadia-river-trail
587,4023,-2792,black,5480,47.2494,10.5,"Cle Elum, Washington",-121.093,2570,Domerie Peak,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064517/domerie-peak
588,1818,-3513,blueBlack,5692,47.3833,8.7,"Cle Elum, Washington",-121.0591,3271,Sasse Mountain Trail #1340,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7051743/sasse-mountain-trail-1340
589,3415,-377,blue,5737,47.2923,10.6,"Cle Elum, Washington",-121.0072,2699,West Fork Teanaway,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065803/west-fork-teanaway
590,3334,-807,blue,5855,47.2983,13.0,"Cle Elum, Washington",-120.9607,2657,Middle Fork Teanaway,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064985/middle-fork-teanaway
591,4887,-1707,black,6370,47.2953,9.9,"Cle Elum, Washington",-120.9655,2808,Yellow Hill,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065789/yellow-hill
592,316,-2292,black,4914,47.3203,3.2,"Cle Elum, Washington",-121.0614,2938,Corral Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064528/corral-creek
593,1515,-356,black,5142,47.2827,3.4,"Cle Elum, Washington",-120.6348,3681,Hole In The Rock,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064740/hole-in-the-rock
594,3456,-521,black,5712,47.2371,7.8,"Cle Elum, Washington",-120.6724,2770,Crystal Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064510/crystal-ridge
595,1907,-71,blue,4885,47.3255,6.4,"Leavenworth, Washington",-120.6723,3021,Hurley Creek Ski Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064758/hurley-creek-ski-trail
596,288,-1312,blueBlack,3928,47.2214,3.7,"Cle Elum, Washington",-120.656,2697,Pit Overlook Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065386/pit-overlook-trail
597,904,-244,black,4297,47.2007,2.4,"Cle Elum, Washington",-120.6299,3637,First Creek Jeep Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064649/first-creek-jeep-trail
598,2185,-152,black,4935,47.2669,3.0,"Cle Elum, Washington",-120.7134,2819,Baker Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064357/baker-creek
599,962,-1181,black,4544,47.2257,3.5,"Cle Elum, Washington",-120.6346,3584,Tuff Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065908/tuff-ridge
600,1437,0,black,4707,47.2681,1.6,"Cle Elum, Washington",-120.7238,3270,Baker Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064293/baker-ridge
601,988,-151,black,4637,47.21,2.0,"Cle Elum, Washington",-120.6267,3800,Meadow Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065062/meadow-trail
602,1310,0,black,5119,47.3038,1.1,"Cle Elum, Washington",-120.7428,3809,Blue Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064359/blue-creek
603,926,-345,black,3909,47.2705,1.7,"Cle Elum, Washington",-120.6637,3106,Lion Gulch,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065036/lion-gulch
604,1185,-10,black,4554,47.2603,1.5,"Cle Elum, Washington",-120.7213,3370,Mill Gulch,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065022/mill-gulch
605,678,0,black,4581,47.2138,1.1,"Cle Elum, Washington",-120.6269,3903,Hidden Gulch,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064798/hidden-gulch
606,241,-664,black,4111,47.2952,1.8,"Cle Elum, Washington",-120.6312,3542,Billy Goat Gulch,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064338/billy-goat-gulch
607,441,-391,blueBlack,5925,47.3148,2.1,"South Wenatchee, Washington",-120.5318,5545,Table Mountain,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065931/table-mountain
608,2091,0,blueBlack,6198,47.2141,4.5,"Cle Elum, Washington",-120.619,4106,First Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064579/first-creek-trail
609,1467,-1054,blue,6161,47.2858,6.7,"South Wenatchee, Washington",-120.5461,5058,Naneum Wilson Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065335/naneum-wilson-trail
610,261,-598,green,5676,47.2291,4.0,"Ellensburg, Washington",-120.5702,5339,Wilson Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065870/wilson-creek-trail
611,0,-446,blue,5578,47.3001,1.2,"South Wenatchee, Washington",-120.5645,5132,Naneum Rim Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065333/naneum-rim-trail
612,18,-832,blue,6152,47.2677,2.2,"Ellensburg, Washington",-120.5814,5338,Naneum Meadows Trail #1389,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065312/naneum-meadows-trail-1389
613,270,-1262,blue,5491,47.3117,5.2,"South Wenatchee, Washington",-120.532,4455,Naneum Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065294/naneum-creek-trail
614,110,-913,greenBlue,6171,47.2454,4.3,"Ellensburg, Washington",-120.5539,5268,Ragan Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065549/ragan-trail
615,818,-829,blue,5939,47.274,3.8,"South Wenatchee, Washington",-120.5272,5116,Grass Camp,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064696/grass-camp
616,1467,0,black,6064,47.2574,1.9,"Cle Elum, Washington",-120.6079,4597,Showshoe Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065634/showshoe-ridge
617,30,-1075,black,6224,47.2474,2.4,"Ellensburg, Washington",-120.5655,5149,Nealey Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065354/nealey-creek-trail
618,0,-964,black,6069,47.2624,1.6,"Ellensburg, Washington",-120.5805,5105,Owl Creek Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065225/owl-creek-trail
619,548,-909,blue,5557,47.3158,4.9,"South Wenatchee, Washington",-120.5002,5064,Howard Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064806/howard-creek
620,676,-4586,black,5681,47.3059,8.8,"South Wenatchee, Washington",-120.4355,1770,Mission Ridge,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064961/mission-ridge
621,604,-619,blue,5673,47.2846,3.5,"South Wenatchee, Washington",-120.4909,5165,Old Ellensburg Trail,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065336/old-ellensburg-trail
622,185,-413,blueBlack,5697,47.2295,1.6,"Ellensburg, Washington",-120.5128,5322,High Creek,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064804/high-creek
623,193,-566,black,5868,47.3047,1.7,"South Wenatchee, Washington",-120.4828,5374,Howard Creek Tie,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064809/howard-creek-tie
624,799,-284,black,6032,47.2817,1.9,"South Wenatchee, Washington",-120.4885,5414,Grouse Spring,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064743/grouse-spring
625,681,-705,greenBlue,3437,47.3102,5.3,"South Wenatchee, Washington",-120.3739,2974,Squilchuck State Park Loop,1,3.0,A 5+ mile loop touring Squilchuck State Park.,https://www.hikingproject.com/trail/7050915/squilchuck-state-park-loop
626,181,-987,blue,5586,47.3054,2.1,"South Wenatchee, Washington",-120.4244,4624,Squilchuck Trail #1200,1,4.0,"A technical, rocky singletrack descent through forests and meadows.",https://www.hikingproject.com/trail/7043906/squilchuck-trail-1200
627,299,-96,green,3351,47.3126,1.2,"South Wenatchee, Washington",-120.3757,3143,Yellowjacket (T120),1,4.0,A trail that climbs the edge of the western ridge in the SW portion of Squilchuck State Park.,https://www.hikingproject.com/trail/7050916/yellowjacket-t120
628,135,-251,green,4948,47.2941,2.4,"South Wenatchee, Washington",-120.4042,4824,Pipeline Trail,2,3.0,"A flat, four-wheeler wide track along Mission Ridge with views of Wenatchee.",https://www.hikingproject.com/trail/7043904/pipeline-trail
629,99,-72,green,3377,47.306,1.1,"South Wenatchee, Washington",-120.3707,3302,Twisted Giant (T210),1,3.0,"A smooth, fairly flat trail that connects through the east side of the park. The end of the trail is a twisty section.",https://www.hikingproject.com/trail/7050944/twisted-giant-t210
630,3045,-313,greenBlue,3254,47.3781,15.5,"Quinault, Washington",-123.7944,476,West Fork Humptulips,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7065790/west-fork-humptulips
631,1094,-1112,blue,1019,47.3854,15.5,"Quinault, Washington",-123.6068,759,Wynoochee Lake Shore Trail,6,3.7,This is a nice trail around a beautiful man-made lake with good views of Mount Olympus.,https://www.hikingproject.com/trail/7001996/wynoochee-lake-shore-trail
632,7,-145,green,766,47.3848,1.3,"Quinault, Washington",-123.607,626,Hunter Flat,0,0.0,Needs Summary,https://www.hikingproject.com/trail/7064731/hunter-flat
633,1417,-1002,black,3237,47.4487,2.3,"Belfair, Washington",-123.4905,1907,Church Creek Trail,0,0.0,Needs Adoption,https://www.hikingproject.com/trail/7001945/church-creek-trail
634,1010,-764,greenBlue,1086,47.4243,9.8,"Shelton, Washington",-123.3259,603,Skokomish Lower South Fork Trail #873,5,4.2,A great trail for hikers looking to enjoy a semi-mellow day next to the river.,https://www.hikingproject.com/trail/7001916/skokomish-lower-south-fork-trail-873
635,129,-124,greenBlue,1367,47.4122,1.5,"Shelton, Washington",-123.4293,1274,Spider Lake Trail #879,2,3.5,Grab a rod and spend the day at this quiet retreat of a lake.,https://www.hikingproject.com/trail/7001942/spider-lake-trail-879
636,114,-65,greenBlue,315,47.3891,2.5,"Wauna, Washington",-122.6838,220,Main Trail,2,3.5,The main artery around 360 Park.,https://www.hikingproject.com/trail/7032907/main-trail
637,86,-158,greenBlue,245,47.3172,1.3,"Gig Harbor, Washington",-122.5467,90,Spine Trail,1,2.0,This trail heads right down the middle of the park with a lovely view point at the end.,https://www.hikingproject.com/trail/7014812/spine-trail
638,248,-238,green,418,47.4302,5.9,"East Hill-Meridian, Washington",-122.175,341,Soos Creek Trail,4,4.3,"An urban, well-paved trail that provides nice views of Mount Rainier and access to Lake Meridian.",https://www.hikingproject.com/trail/7016597/soos-creek-trail
639,155,-250,greenBlue,283,47.3659,1.4,"Lakeland North, Washington",-122.2723,53,Lake Fenwick Trail,1,4.0,This trail travels through the forest and around the lakeshore.,https://www.hikingproject.com/trail/7027705/lake-fenwick-trail
